ID,URL,Collection,Title,Contents,Battery,Energy,Power,Sustainab,Green,Included,Notes
ROSA496,https://answers.ros.org/question/275808/issues-with-custom-robot-amcl-in-rvizgazebo/,ROSAnswers,Issues with custom robot amcl in Rviz/Gazebo,he robot. I am attaching an image below. The green circle is where the robot starts and the red,0,0,0,0,1,,
ROSA497,https://answers.ros.org/question/275806/robot-rotates-around-a-point-instead-of-navigating-to-goal-position-when-using-the-navigation-stack/,ROSAnswers,Robot rotates around a point instead of navigating to Goal Position when using the navigation stack,"t started to rotate instead of following the green path.    #include <ros/ros.h>
#include <move",0,0,0,0,1,,
ROSA498,https://answers.ros.org/question/276373/when-working-with-amcl-why-does-the-robot-try-to-move-closer-to-the-wall-in-an-open-area-rather-than-navigating-more-towards-the-goal/,ROSAnswers,When working with amcl why does the robot try to move closer to the wall in an open area rather than navigating more towards the goal?,l instead of following the path to the goal (green line).I have noticed that happen all the tim,0,0,0,0,1,,
ROSA499,https://answers.ros.org/question/278043/how-to-move-my-robot-from-a-init-pose-to-a-target-pose/,ROSAnswers,how to move my robot from a init pose to a target pose?," to make auto docking to my robot ,I get the power station pose by detect the marker . now I te",0,0,2,0,0,,
ROSA500,https://answers.ros.org/question/276934/use-librviz-to-add-2dnavgoal-tool-2dnavgoal-not-work/,ROSAnswers,"use librviz to add 2dNavGoal tool, 2dNavGoal not work"," send Goal, the arrow also doesn't change to green arrow.toolbar_ = new QToolBar( ""Tools"" );
my",0,0,0,0,1,,
ROSA501,https://answers.ros.org/question/278279/joint_trajectory_controller-with-non-zero-final-velocity/,ROSAnswers,joint_trajectory_controller with non zero final velocity,"the joints of the robot, but i am relying on powerful torque motors to sustain the backlash.Wha",0,0,1,0,0,,
ROSA502,https://answers.ros.org/question/276893/can-not-build-sick_tim-package-on-raspberry-pi-3/,ROSAnswers,Can not build sick_tim package on raspberry pi 3,"st freezes and I must disconnect my RPi from power and boot it again.
Each time the terminal fr",0,0,1,0,0,,
ROSA503,https://answers.ros.org/question/276860/error-at-kobuki_node-minimallaunch-could-not-contact-master/,ROSAnswers,"Error at kobuki_node minimal.launch: ""could not contact master""","reg...  *
  /diagnostic_aggregator/analyzers/power/contains:
  ['Battery']  *
  /diagnostic_agg",3,0,5,0,0,,
ROSA504,https://answers.ros.org/question/278133/building-a-ros-based-quadrotor/,ROSAnswers,Building a ROS based quadrotor,and mount the Kinect sensor along with some powerful onboard computer (better than the RPi)  o,0,0,1,0,0,,
ROSA505,https://answers.ros.org/question/261330/how-to-connect-vlp-16-velodyne-to-indigo/,ROSAnswers,How to connect VLP-16 velodyne to indigo?,l)(in new terminal)in new terminal:Whether I powered and connected the lidar to my computer or,0,0,2,0,0,,
ROSA506,https://answers.ros.org/question/279984/does-ros-depend-on-package/,ROSAnswers,Does ros depend on package?," moving each wheel, read from odometry, know battery capacity, etc. anyway I use Raspy 3 and ardu",1,0,0,0,0,,
ROSA507,https://answers.ros.org/question/280238/ros-kinetic-opencv3-build-issues/,ROSAnswers,ROS Kinetic Opencv3 build issues,"s not been declared
     ::glClearColor(red, green, blue, alpha);
     ^~
/usr/include/arm-linu",0,0,0,0,1,,
ROSA508,https://answers.ros.org/question/281134/how-to-read-read-the-video-data-from-vport-p16-1mp-m12-ir-camera/,ROSAnswers,How to read read the video data from Vport P16-1MP-M12-IR camera,"port,built in microphone , digital input PoE power input and an IR illuminator for day and nigh",0,0,1,0,0,,
ROSA509,https://answers.ros.org/question/277543/localizing-on-a-vertical-plane/,ROSAnswers,Localizing on a vertical plane,s the robot I am working on relies on (very) powerful magnets to 'stick' to the vertical surfac,0,0,1,0,0,,
ROSA510,https://answers.ros.org/question/280369/how-does-robot_localization-finds-tf-between-odom-and-base_link/,ROSAnswers,How does robot_localization finds tf between odom and base_link?,camera frame (odom). Now I can see that the power of robot_localization is multi_rate fusion o,0,0,1,0,0,,
ROSA511,https://answers.ros.org/question/281830/moveit-multiple-move_group-nodes/,ROSAnswers,moveIT multiple move_group nodes,e it runs on a rasperzy pi its computational power is quite poor so i want to do the scene plan,0,0,1,0,0,,
ROSA512,https://answers.ros.org/question/282295/how-to-setup-intelisense-on-vs-code-for-ros-c/,ROSAnswers,How to setup Intelisense on VS Code for ROS C++,is even underlined in green. I have this added to the c_cpp_properties.j,0,0,0,0,1,,
ROSA513,https://answers.ros.org/question/283476/how-to-make-imu-orientation-reflect-in-rviz/,ROSAnswers,How to make IMU orientation reflect in Rviz," here's how Rviz renders it:Notice the IMU's green y-axis is now pointing straight up, but the ",0,0,0,0,2,,
ROSA514,https://answers.ros.org/question/283880/individual-elements-of-stereo_msgs-disparityimage/,ROSAnswers,individual elements of stereo_msgs DisparityImage,"ng , the elements show some values up to the power of 12 which is not reasonable. My focal leng",0,0,1,0,0,,
ROSA515,https://answers.ros.org/question/284234/sensor-fusion-frame-offset-for-robot_location-zed-and-imu/,ROSAnswers,Sensor Fusion: Frame Offset for robot_location  (ZED and IMU) [closed],th with IMU MPU6050 odometry using EKF for a powered wheelchair such that I can generate elevat,0,0,1,0,0,,
ROSA516,https://answers.ros.org/question/279027/tango-ros-streamer-has-java-runtime-exception/,ROSAnswers,tango ros streamer has java runtime exception,"y main computer and the ROS indicator turned green.  However, the tango indicator is yellow and",0,0,0,0,1,,
ROSA517,https://answers.ros.org/question/283187/arv_camera_new-doesnt-open-the-camera-when-called-within-a-nodelet/,ROSAnswers,arv_camera_new() doesn't open the camera when called within a nodelet,as):Each camera is tested separately and is  powered through PoE (Power over Ethernet) and the,0,0,1,0,0,,
ROSA518,https://answers.ros.org/question/283482/initialisation-of-dynamixel-motors-in-multi-turn-modekinetic/,ROSAnswers,Initialisation of Dynamixel motors in Multi-turn mode(kinetic),"used for the motors.
But when the motors are powered up, they read  the encoder and set the cur",0,0,1,0,0,,
ROSA519,https://answers.ros.org/question/283860/how-to-invert-coordinate-frames-of-a-transform/,ROSAnswers,How to invert coordinate frames of a Transform," x pointing forward (red) and y on the left (green). Thanks for anyone helping me out!Cheers,
S",0,0,0,0,1,,
ROSA520,https://answers.ros.org/question/281854/indoor-navigation-using-odom-beacons-how-to-fuse-it-together/,ROSAnswers,Indoor navigation using odom & beacons - how to fuse it together?,map->odom->base_link and it looks like this (green is odom from drone and red is from our syste,0,0,0,0,2,,
ROSA521,https://answers.ros.org/question/282456/i-am-trying-to-mark-locations-on-a-map-in-an-automated-manner/,ROSAnswers,I am trying to mark locations on a map in an automated manner!,The above is a link to a very powerful Image classifier using Deep learning . I,0,0,1,0,0,,
ROSA522,https://answers.ros.org/question/289302/turtle_tf_message_filter-msgcallback-function-is-never-called/,ROSAnswers,turtle_tf_message_filter msgcallback function is never called,"  Hi, I'm a green hand.And learning tf, but I meet a trouble. ",0,0,0,0,1,,
ROSA523,https://answers.ros.org/question/288327/problem-with-logitech-c270-webcam-and-usb_cam/,ROSAnswers,Problem with Logitech C270 webcam and Usb_cam,"iew image:=/usb_cam/image_raw"", I only see a green image from the webcam. Also, I tried to visu",0,0,0,0,2,,
ROSA524,https://answers.ros.org/question/290071/nmea_navsat_driver-fix-topic-hangs-indefinitely/,ROSAnswers,nmea_navsat_driver /fix topic hangs indefinitely," data via USB from a GPS unit.With the robot powered on, the ROS core is started with the follo",0,0,1,0,0,,
ROSA525,https://answers.ros.org/question/294000/does-an-finished-odometry-node-exists/,ROSAnswers,Does an finished odometry node exists?,university. Its a pretty easy setup with two powered wheels and one passive wheel for stabiliza,0,0,1,0,0,,
ROSA526,https://answers.ros.org/question/295503/ending-nodestopics-from-python-script/,ROSAnswers,Ending nodes/topics from python script,"he turtlebot to its point of origin when the battery is low, and stop when it reaches that point.",1,0,0,0,0,,
ROSA527,https://answers.ros.org/question/58907/has-anyone-written-a-trajectory-plotting-tool/,ROSAnswers,Has anyone written a trajectory plotting tool?,"n be plotted. It's just dependent on you CPU power...
rqt_plot has three different drawing back",0,0,1,0,0,,
ROSA528,https://answers.ros.org/question/293775/error-installing-ros-on-rpi-3b/,ROSAnswers,Error installing ROS on RPI 3B+,t I managed to resolve but this is beyond my power.Running   I manage toinstall 57 package from,0,0,1,0,0,,
ROSA529,https://answers.ros.org/question/290282/what-is-the-motor-specifications-of-clearpath-husky-robot/,ROSAnswers,What is the motor specifications of Clearpath Husky robot?,"robot motors? especially the torque, speed & power.  Probably not what you wanted to hear, but ",0,0,1,0,0,,
ROSA530,https://answers.ros.org/question/287438/robot_localization-non-uniform-inaccurate-odometry/,ROSAnswers,robot_localization  non uniform inaccurate odometry,"rees  The red line is raw odometry data. the green is the filtered one.<node pkg=""tf"" type=""sta",0,0,0,0,1,,
ROSA531,https://answers.ros.org/question/57727/playing-big-files-with-rosbag/,ROSAnswers,Playing big files with rosbag,"ding them, without having to buy a new ""very powerful and expensive"" computer...My first though",0,0,1,0,0,,
ROSA532,https://answers.ros.org/question/292443/ros_canopen-and-maxon-epos2-could-not-switch-controller/,ROSAnswers,ros_canopen and Maxon EPOS2. Could not switch controller.,"At this point we have another issue, when we power on the controller, by default it is in disab",0,0,1,0,0,,
ROSA533,https://answers.ros.org/question/298531/upgrade-from-turtlebot3-burger-to-waffle/,ROSAnswers,Upgrade from TurtleBot3 Burger to Waffle,"on of obstacles?
Also, would it require more powerful miniPC? I was thinking to upgrade to Inte",0,0,1,0,0,,
ROSA534,https://answers.ros.org/question/299850/hectorslam-catkin_make-crashes-pi-can-i-copy-workspaces/,ROSAnswers,HectorSLAM catkin_make crashes Pi - Can I copy workspaces? [closed],s because the Pi doesn't have the processing power to handle this task.I have two solutions in,0,0,1,0,0,,
ROSA535,https://answers.ros.org/question/298666/dwa-planner-failed-to-produce-path/,ROSAnswers,DWA planner failed to produce path [closed],"ath? The output is like:However, I can see a green curve from the robot to the goal in rviz. He",0,0,0,0,2,,
ROSA536,https://answers.ros.org/question/297905/how-to-get-jackal-clearpath-running-outdoors/,ROSAnswers,How to get Jackal clearpath running outdoors?,it worried about it.Could you not take a 12v battery and a small wifi router with you so you have,1,0,0,0,0,,
ROSA537,https://answers.ros.org/question/299301/px4-mavros-wrong-local-position-with-vision-fusion/,ROSAnswers,px4 mavros wrong local position with vision fusion,"l position - turquoise) and relative odoms ( green || red respectively) are so different?
From ",0,0,0,0,1,,
ROSA538,https://answers.ros.org/question/299836/how-to-synchronize-two-different-ros-programs/,ROSAnswers,How to synchronize two different ros programs?,w to get rid of this kind of problems in ROS.power of probability,0,0,1,0,0,,
ROSA539,https://answers.ros.org/question/245047/epos_hardware-write-output-error-when-running-examplelaunch/,ROSAnswers,Epos_hardware write output error when running example.launch,"tarts them (look at info message below), the green led is running continously (which means that",0,0,0,0,1,,
ROSA540,https://answers.ros.org/question/300763/is-it-necessary-to-have-urdf-model-for-diff_drive_controller/,ROSAnswers,is it necessary to have URDF model for diff_drive_controller,ential drive robot and trying to exploit the power of ros_control by using the diff_drive_contr,0,0,1,0,0,,
ROSA541,https://answers.ros.org/question/303706/roscore-force-unregister-of-node-that-died/,ROSAnswers,Roscore force unregister of node that died," second machine (for example, disconnect the power), since the ros::shutdown() is not called th",0,0,1,0,0,,
ROSA542,https://answers.ros.org/question/300896/how-can-i-publish-camera-footage-from-insta-360-camera/,ROSAnswers,How can I publish camera footage from Insta 360 camera?,it I see nothing a screen with dots half and green half at bottom.So can any one please help me,0,0,0,0,1,,
ROSA543,https://answers.ros.org/question/303443/multiple-ros-nodes-like-shells/,ROSAnswers,Multiple ros nodes like shells?,would be the most easy one for computational power?I'm not sure to understand correctly your is,0,0,1,0,0,,
ROSA544,https://answers.ros.org/question/291095/rviz-receives-laserscan-messages-but-doesnt-display-them/,ROSAnswers,Rviz receives LaserScan messages but doesn't display them,"rScan).
Everything seems to work great, only green checks and I can see the number of receives ",0,0,0,0,1,,
ROSA545,https://answers.ros.org/question/303972/tracking-qr-codes-within-gazebo-result-in-off-centre-transforms/,ROSAnswers,Tracking QR codes within Gazebo result in off-centre transforms,The markers are red if they are in view and green is they are declared in the map but not with,0,0,0,0,1,,
ROSA546,https://answers.ros.org/question/304457/ros1-on-udoo-x86/,ROSAnswers,ROS1 on Udoo x86,"ards, but I think we may need more computing power.
So I thought of Udoo x86 Ultra, which uses ",0,0,3,0,0,,
